age,overall,pace,shooting,passing,dribbling,defending,physic
23,60,58,23,36,30,62,69
22,60,65,57,39,53,28,65
21,60,67,49,59,59,51,47
22,60,60,32,39,38,58,71
22,60,75,27,46,53,58,46
22,60,82,54,50,63,32,56
21,60,81,50,51,65,28,60
22,60,68,33,43,41,59,59
22,60,71,47,56,61,57,55
22,60,83,30,53,58,48,70
22,60,74,60,55,59,21,52
22,60,77,35,52,60,55,58
21,60,56,38,56,47,56,65
23,60,63,46,58,58,53,61
18,60,67,50,56,64,40,55
22,60,65,58,40,55,19,63
21,60,61,42,57,55,59,62
21,60,63,28,44,56,60,61
21,60,64,34,42,59,62,52
23,60,71,47,56,59,34,52
24,60,68,41,53,61,56,68
23,60,73,50,59,61,55,62
25,60,58,40,48,48,60,58
24,60,73,27,44,67,56,66
23,60,75,54,56,63,35,47
22,60,63,59,48,58,23,58
24,60,50,29,38,44,59,67
23,60,73,54,52,61,42,56
23,60,50,60,46,58,34,68
21,60,65,48,55,61,56,70
23,60,68,53,54,60,56,63
22,60,54,24,42,51,59,64
23,60,69,33,47,54,58,70
23,60,61,36,52,57,60,69
22,60,74,46,53,60,56,57
24,60,60,52,59,61,54,65
23,60,72,56,52,64,40,66
23,60,74,58,50,62,29,55
20,60,67,56,41,60,25,55
22,60,79,30,52,63,54,60
21,60,54,30,40,42,60,58
24,60,64,55,59,57,46,65
21,60,63,48,58,67,28,44
23,60,78,31,48,58,57,58
24,60,58,49,26,47,59,71
22,60,70,27,52,58,56,66
23,60,60,45,59,60,54,63
21,60,75,55,54,64,29,51
21,60,69,44,55,61,58,58
23,60,59,29,42,46,58,64
22,60,62,44,59,60,51,57
21,60,57,60,44,54,22,65
21,60,65,32,49,55,56,61
23,60,65,40,51,54,58,70
22,60,49,27,35,38,59,70
24,60,71,63,38,55,19,57
22,60,58,45,54,56,60,59
24,60,65,26,46,51,58,70
24,60,72,56,43,56,26,71
24,60,64,30,46,58,57,69
24,60,65,51,60,64,46,50
22,60,72,55,54,63,30,50
24,60,71,56,56,59,61,77
23,60,70,52,56,60,51,62
22,60,72,56,51,61,25,58
22,60,72,52,56,66,44,41
23,60,59,27,40,35,59,68
22,60,73,32,52,56,57,70
24,60,57,61,43,57,28,57
21,60,68,27,54,62,58,64
24,60,48,62,46,52,37,55
23,60,78,52,53,63,24,46
23,60,62,35,55,57,56,61
24,60,52,47,64,60,40,41
22,60,62,32,41,38,62,61
21,60,69,50,57,61,56,62
24,60,76,29,46,59,56,63
24,60,73,59,56,63,24,53
24,60,69,51,57,62,32,50
23,60,63,33,51,60,60,58
18,60,63,58,46,58,22,50
24,60,65,29,32,36,60,68
23,60,70,57,40,64,34,54
23,60,89,47,50,62,30,63
24,60,69,31,49,56,59,60
24,60,78,46,55,57,49,56
26,60,63,41,57,61,56,66
22,60,68,52,60,62,43,53
25,60,73,56,55,61,38,63
24,60,67,52,56,64,56,59
22,60,71,58,46,56,30,66
22,60,65,58,46,57,28,64
21,60,74,43,58,59,36,58
24,60,78,28,40,55,54,61
23,60,82,47,55,61,29,44
24,60,39,27,35,33,59,68
20,60,77,56,53,60,33,52
24,60,71,45,58,64,58,58
24,60,72,38,51,62,53,66
24,60,74,54,47,63,28,65
24,60,79,57,35,51,27,65
22,60,61,60,57,59,26,53
25,60,70,51,60,59,58,59
25,60,74,28,49,57,59,62
23,60,78,54,51,66,25,48
25,60,64,36,52,57,58,51
24,60,61,32,54,59,57,56
24,60,76,38,48,61,52,53
23,60,49,33,47,46,60,72
24,60,75,54,56,58,27,48
23,60,70,51,57,60,38,49
25,60,56,57,46,55,40,73
24,60,73,57,48,55,30,71
24,60,60,59,51,60,37,58
26,60,65,25,52,53,60,60
23,60,83,49,50,62,53,60
26,60,66,54,57,47,57,60
25,60,64,44,59,55,49,60
24,60,77,48,55,62,54,61
24,60,64,42,52,57,58,74
24,60,68,39,50,57,58,70
24,60,57,46,54,60,59,58
25,60,74,26,45,53,60,60
24,60,60,36,54,55,57,66
25,60,74,56,44,54,36,71
25,60,67,52,60,61,33,55
27,60,54,28,49,49,55,72
26,60,70,46,55,62,58,73
25,60,63,60,49,53,32,61
26,60,80,49,53,68,36,44
26,60,60,60,44,49,21,68
26,60,82,27,35,41,58,63
26,60,74,60,60,63,25,66
25,60,80,53,52,65,47,51
25,60,76,29,51,56,54,62
25,60,77,51,53,63,40,61
27,60,66,30,41,46,56,74
26,60,75,52,51,59,55,69
26,60,65,31,51,50,62,63
25,60,53,59,44,54,25,70
26,60,69,47,58,61,42,39
25,60,66,45,57,62,26,38
24,60,77,31,50,50,54,62
25,60,63,46,53,61,57,62
26,60,44,36,49,49,57,68
25,60,72,44,55,59,54,61
26,60,72,38,52,47,58,66
26,60,70,41,51,59,58,66
26,60,76,35,47,53,55,67
26,60,79,53,50,60,54,64
25,60,69,35,45,58,57,62
25,60,69,64,56,56,31,66
27,60,46,33,40,41,56,70
25,60,70,54,56,63,44,58
25,60,72,34,48,55,56,62
26,60,66,37,43,57,59,58
28,60,39,43,46,52,61,70
27,60,63,59,61,58,52,61
27,60,58,55,57,59,56,65
27,60,55,55,57,58,57,67
27,60,69,37,50,55,58,64
27,60,75,58,41,57,20,61
25,60,65,38,53,57,56,68
27,60,49,46,49,50,58,73
27,60,73,33,38,55,64,68
27,60,66,56,56,64,44,61
28,60,56,39,55,58,53,72
26,60,72,59,47,65,27,67
27,60,55,40,48,49,57,71
26,60,67,46,55,61,56,61
27,60,64,53,53,59,50,66
28,60,64,23,42,51,58,66
27,60,77,50,53,65,26,56
26,60,85,59,49,62,24,57
26,60,67,54,56,61,28,57
26,60,70,51,57,63,45,47
28,60,55,25,37,35,61,63
25,60,69,55,56,61,34,52
28,60,50,48,55,52,58,64
26,60,58,54,57,59,56,67
27,60,72,46,61,66,48,45
34,60,55,59,48,56,27,73
37,60,35,57,54,53,57,72
34,60,50,60,59,64,50,61
33,60,41,45,57,57,60,65
30,60,78,58,54,64,33,59
31,60,70,45,56,58,58,74
33,60,44,49,58,62,61,59
32,60,58,53,54,46,59,63
33,60,49,26,43,45,58,70
31,60,67,42,60,63,23,52
30,60,79,25,43,59,60,70
32,60,54,59,55,60,55,75
34,60,31,38,47,51,55,66
35,60,39,63,64,63,41,58
29,60,58,50,60,60,53,64
29,60,71,41,53,54,59,71
34,60,56,47,57,57,58,65
28,60,74,46,53,59,57,68
29,60,72,57,58,62,42,63
28,60,77,49,53,67,43,68
27,60,50,39,55,52,59,60
30,60,65,46,57,63,55,71
29,60,54,57,57,59,38,64
28,60,62,61,59,60,57,64
29,60,77,57,56,60,27,64
25,60,72,59,51,61,24,49
28,60,61,20,37,31,57,77
28,60,87,37,49,55,56,64
28,60,59,59,57,65,29,62
26,60,50,61,44,52,35,70
26,60,54,60,60,64,47,56
28,60,67,41,54,62,58,57
27,60,72,53,56,61,25,52
28,60,64,46,52,54,58,67
30,60,69,56,36,61,23,63
29,60,61,43,56,58,56,70
30,60,60,27,39,35,57,74
28,60,80,45,52,62,48,62
31,60,58,49,55,57,59,62
29,60,76,52,55,61,35,55
28,60,71,60,48,57,20,65
37,60,37,40,45,49,58,59
36,60,35,58,63,62,42,53
27,60,69,45,56,63,41,49
31,60,55,39,51,55,56,73
31,60,65,51,54,58,58,69
30,60,74,43,55,64,39,51
29,60,76,61,52,62,46,54
27,60,68,41,54,64,56,53
29,60,67,35,51,56,59,62
29,60,76,38,52,58,57,64
29,60,57,50,54,54,59,66
28,60,65,61,44,60,25,52
30,60,60,34,47,52,60,59
30,60,54,30,47,56,58,74
30,60,77,28,34,52,55,74
27,60,81,50,53,63,27,50
30,60,51,33,36,34,59,69
34,60,31,30,40,39,58,67
29,60,68,46,56,60,26,47
29,60,67,30,51,61,57,54
31,60,52,52,54,61,52,73
28,60,68,39,51,48,61,53
32,60,75,32,50,57,56,54
30,60,53,60,44,54,20,62
29,60,70,36,45,57,62,63
30,60,64,54,61,65,44,52
27,60,59,27,35,31,64,58
28,60,54,48,54,58,55,70
17,59,66,50,54,60,56,61
18,59,73,59,38,57,25,62
18,59,76,53,53,62,23,49
17,59,63,46,57,58,58,50
18,59,56,54,60,62,48,46
18,59,70,52,56,59,50,61
19,59,66,47,57,64,28,51
19,59,74,45,57,64,36,51
17,59,73,49,58,56,47,52
18,59,59,60,58,65,54,52
18,59,55,59,45,56,38,59
17,59,78,40,48,66,56,48
19,59,53,48,52,54,57,58
19,59,68,52,52,62,37,45
17,59,67,54,55,62,29,54
18,59,61,26,32,36,59,67
18,59,66,45,60,63,35,49
18,59,74,47,52,63,56,56
17,59,74,56,51,62,30,48
19,59,60,56,39,61,29,61
18,59,67,45,60,59,49,62
18,59,64,54,59,57,54,55
19,59,70,45,53,62,45,51
18,59,61,61,51,65,30,43
18,59,73,38,56,60,55,61
19,59,66,47,57,64,52,51
19,59,63,36,42,58,58,56
18,59,57,31,37,40,61,54
17,59,68,62,47,55,18,56
18,59,52,36,41,44,56,70
19,59,68,42,57,63,52,47
18,59,57,54,58,65,30,40
18,59,70,34,58,65,53,48
18,59,56,31,31,42,58,65
19,59,57,59,45,60,20,52
19,59,66,45,57,66,53,58
17,59,63,43,60,65,45,44
18,59,78,48,52,62,33,48
19,59,75,26,33,45,56,66
17,59,71,54,57,60,28,44
18,59,57,61,46,55,22,54
20,59,66,44,56,62,54,60
18,59,54,31,46,45,59,56
19,59,89,50,56,63,48,55
18,59,77,44,54,70,28,40
19,59,76,57,43,59,22,45
18,59,57,59,46,62,22,55
19,59,64,43,57,56,55,56
18,59,70,48,53,58,36,49
20,59,79,36,43,54,55,63
20,59,66,53,54,63,38,44
19,59,71,26,41,54,58,63
20,59,69,35,43,53,59,61
19,59,65,53,53,56,52,64
18,59,56,40,60,64,35,48
19,59,52,30,42,41,58,65
19,59,64,33,53,55,58,59
19,59,55,41,57,56,59,44
18,59,69,36,50,61,56,62
19,59,60,57,46,58,21,55
18,59,60,43,57,64,38,56
20,59,71,49,52,65,25,35
20,59,63,52,57,62,35,47
18,59,68,52,53,69,29,44
17,59,71,54,54,59,30,57
18,59,60,30,33,38,62,57
18,59,66,58,54,62,38,54
20,59,63,47,57,60,46,58
20,59,73,58,47,63,27,61
20,59,74,60,51,65,29,39
19,59,75,34,47,55,56,65
21,59,63,24,33,39,59,60
21,59,55,26,32,33,60,62
19,59,82,60,44,63,20,46
19,59,71,44,57,62,43,50
20,59,57,23,35,37,57,63
20,59,75,54,44,68,19,60
20,59,68,47,58,61,57,71
19,59,64,61,42,58,21,40
18,59,63,56,60,62,45,50
18,59,72,34,56,61,53,50
19,59,57,58,44,57,24,49
18,59,66,56,48,59,23,54
19,59,76,58,55,58,28,46
20,59,61,34,48,60,58,72
19,59,75,48,51,65,38,63
20,59,66,48,56,58,46,61
18,59,65,29,43,47,57,66
18,59,52,59,47,62,32,58
20,59,60,29,32,33,58,67
20,59,66,46,51,53,55,67
21,59,72,48,54,63,29,56
21,59,66,58,58,60,32,48
20,59,61,58,43,58,20,50
21,59,86,58,39,61,19,63
19,59,72,51,58,60,44,56
20,59,74,57,53,67,21,42
21,59,78,56,51,61,35,58
21,59,59,57,43,53,31,70
19,59,71,48,51,63,27,47
21,59,76,52,53,59,36,47
21,59,70,49,54,64,39,55
19,59,66,46,57,64,41,54
21,59,61,49,56,66,32,51
19,59,69,28,50,61,55,61
20,59,68,31,40,58,62,51
21,59,88,46,49,63,30,44
21,59,76,55,51,65,23,36
19,59,82,48,52,64,38,47
20,59,64,46,54,59,45,68
19,59,65,53,59,64,46,54
19,59,75,42,56,61,55,69
19,59,59,45,56,64,31,54
21,59,77,33,43,51,55,61
20,59,58,23,36,43,61,58
19,59,57,26,36,36,60,63
20,59,69,31,54,59,56,64
19,59,57,45,60,61,42,48
19,59,68,41,50,57,57,65
17,59,61,54,56,63,52,57
20,59,59,46,58,60,54,63
19,59,58,58,52,66,29,46
19,59,54,43,55,55,59,61
20,59,56,28,39,36,56,69
19,59,85,59,46,62,22,50
20,59,66,52,57,62,30,44
19,59,76,47,53,63,34,63
20,59,63,47,64,60,41,46
21,59,78,53,53,58,50,60
21,59,76,55,42,63,23,64
21,59,74,50,54,64,34,43
20,59,63,36,48,56,59,55
21,59,64,35,47,52,57,66
20,59,66,46,51,53,55,74
21,59,73,37,49,54,56,69
20,59,56,38,42,34,59,58
19,59,74,53,51,67,28,52
18,59,61,52,58,59,55,55
19,59,71,58,45,54,34,59
20,59,56,33,34,38,61,56
19,59,68,54,52,62,26,47
20,59,64,50,56,60,59,59
20,59,60,48,56,65,31,46
20,59,76,28,44,54,57,58
21,59,71,57,42,58,21,65
22,59,55,31,37,39,62,58
21,59,56,36,51,49,58,58
21,59,52,26,38,39,59,59
21,59,65,29,51,57,57,65
20,59,68,49,58,59,42,66
21,59,61,53,51,64,28,54
20,59,69,49,56,59,50,61
20,59,76,41,55,60,44,57
20,59,56,30,36,39,58,68
20,59,70,46,50,64,55,56
19,59,72,52,52,63,30,36
19,59,74,41,56,61,51,68
21,59,70,48,52,61,44,59
19,59,76,58,51,63,26,43
19,59,86,49,47,64,33,51
20,59,58,51,57,56,60,51
20,59,62,33,51,58,57,54
19,59,64,40,52,58,56,66
19,59,58,35,42,37,58,63
19,59,68,59,40,57,19,55
20,59,71,57,51,58,25,45
20,59,61,28,40,48,57,67
20,59,71,49,54,59,21,54
22,59,74,53,52,61,35,61
21,59,61,44,55,58,53,58
20,59,84,54,49,66,26,44
18,59,71,60,46,53,23,47
20,59,60,62,41,59,20,48
20,59,56,59,42,57,28,60
19,59,59,30,32,33,61,61
22,59,74,52,54,59,47,60
22,59,68,39,56,63,55,64
21,59,77,32,47,62,55,55
20,59,69,47,59,59,51,73
22,59,67,54,52,60,35,56
22,59,66,24,40,58,51,53
21,59,64,34,47,56,57,55
21,59,77,33,49,58,55,60
22,59,62,44,57,60,47,56
21,59,68,60,35,57,23,53
21,59,47,40,56,65,54,63
22,59,63,47,55,61,49,76
21,59,42,60,50,57,25,53
21,59,60,56,57,61,33,51
22,59,68,53,55,63,55,59
19,59,67,45,55,58,54,59
19,59,78,54,47,62,35,46
20,59,54,24,42,51,60,53
20,59,74,48,52,65,27,43
19,59,75,35,54,60,54,62
20,59,61,50,56,63,54,61
22,59,74,37,48,56,55,61
21,59,68,58,50,63,21,51
21,59,67,62,54,62,29,42
20,59,61,32,34,32,56,72
20,59,66,58,40,56,17,57
19,59,63,50,56,62,48,61
20,59,70,37,51,60,58,50
18,59,53,62,47,55,22,48
21,59,78,51,54,57,25,48
20,59,64,23,35,50,57,63
23,59,54,28,51,47,60,54
22,59,62,51,57,61,55,60
21,59,70,40,52,56,57,60
21,59,70,49,56,59,56,68
22,59,59,32,43,39,57,67
21,59,76,33,46,55,55,61
22,59,67,36,45,55,58,57
21,59,62,37,54,57,54,63
22,59,57,42,53,54,56,64
21,59,70,30,47,57,55,67
21,59,57,32,43,58,58,53
22,59,64,58,53,61,30,42
20,59,54,34,51,58,59,61
19,59,66,37,52,62,58,57
22,59,69,52,56,63,51,65
20,59,69,39,53,57,53,48
20,59,71,58,48,63,34,53
20,59,70,47,56,65,24,42
20,59,64,59,61,60,52,49
22,59,73,42,54,56,56,67
20,59,56,37,36,36,55,73
20,59,78,24,44,57,57,47
19,59,66,46,56,60,45,59
21,59,52,57,37,54,25,69
20,59,66,56,52,61,41,55
20,59,68,36,48,57,57,57
22,59,52,58,41,53,21,59
20,59,64,45,63,59,46,51
20,59,77,35,47,57,55,54
22,59,71,57,41,58,24,65
22,59,63,55,60,61,54,59
22,59,78,58,50,59,25,59
21,59,83,25,33,33,57,74
22,59,66,54,57,61,49,58
21,59,67,57,60,62,45,61
21,59,66,24,41,37,57,69
23,59,74,57,46,62,33,59
22,59,63,54,60,63,44,47
21,59,72,26,42,36,58,68
21,59,59,59,47,61,22,63
23,59,84,53,43,61,24,46
21,59,51,45,53,62,51,55
22,59,89,54,52,60,34,64
23,59,77,45,54,62,39,53
23,59,70,50,53,59,35,46
23,59,71,57,53,64,31,44
23,59,52,61,43,61,22,49
21,59,69,55,42,61,21,61
20,59,67,48,56,63,36,51
21,59,71,59,44,61,21,47
22,59,75,54,55,61,40,62
21,59,50,27,32,39,62,59
23,59,68,31,46,50,58,62
22,59,63,49,58,61,46,52
21,59,59,58,40,56,19,61
22,59,70,31,29,29,60,67
22,59,66,45,56,55,49,60
18,59,58,33,49,45,61,70
23,59,65,55,62,60,46,53
21,59,69,25,45,50,58,67
21,59,64,55,58,58,41,63
21,59,67,46,51,57,56,63
22,59,71,32,41,55,57,66
23,59,68,33,39,57,59,64
23,59,49,52,56,58,53,63
21,59,58,45,53,57,59,73
22,59,66,56,53,62,49,66
22,59,66,49,57,60,55,60
24,59,57,31,49,50,57,67
21,59,71,29,42,55,60,58
20,59,52,34,47,50,57,67
22,59,47,55,45,52,32,67
23,59,68,28,48,54,59,62
19,59,72,55,43,61,23,57
23,59,54,31,37,36,59,65
22,59,78,53,39,65,20,58
23,59,71,52,54,59,42,55
21,59,62,35,47,58,59,63
21,59,62,26,39,42,56,70
21,59,64,51,61,59,40,45
21,59,71,38,54,60,54,64
23,59,54,28,39,35,58,67
21,59,72,58,45,61,21,53
22,59,59,45,53,60,54,53
20,59,74,48,53,60,52,63
21,59,69,53,50,64,26,60
23,59,52,59,37,49,25,71
22,59,62,49,56,61,56,73
21,59,73,60,51,61,27,56
24,59,67,29,49,55,58,63
23,59,72,50,58,62,38,53
24,59,70,53,60,63,51,57
23,59,63,31,47,52,58,66
24,59,74,31,43,64,55,53
22,59,67,45,57,60,56,64
22,59,60,49,58,61,49,57
23,59,68,57,49,65,23,45
23,59,60,50,58,59,53,58
22,59,82,49,48,63,24,43
22,59,64,61,50,61,20,57
24,59,50,56,53,55,43,77
24,59,76,42,51,61,59,55
24,59,77,29,45,54,55,68
24,59,75,39,52,61,56,53
22,59,76,48,56,59,39,62
22,59,78,52,53,60,45,69
21,59,66,40,58,63,48,53
23,59,54,21,25,30,60,68
22,59,72,29,49,57,56,63
24,59,80,56,57,65,51,45
22,59,61,43,51,54,59,66
23,59,70,58,44,56,20,58
21,59,67,61,44,59,20,47
20,59,63,47,57,62,58,59
24,59,62,58,37,57,17,55
22,59,71,28,39,40,59,60
24,59,79,55,48,63,33,50
24,59,73,56,43,60,19,61
23,59,77,56,49,64,29,53
24,59,77,48,52,58,50,70
23,59,77,51,51,63,33,51
23,59,58,41,53,58,62,74
22,59,65,41,59,60,53,58
22,59,67,40,57,62,56,62
24,59,74,52,53,59,53,66
21,59,52,29,39,37,55,72
23,59,71,54,55,61,51,58
23,59,76,57,40,56,19,61
22,59,46,27,42,49,58,64
25,59,66,35,54,54,55,68
21,59,63,49,57,58,52,58
23,59,65,55,53,62,26,52
21,59,68,34,44,58,55,63
22,59,58,45,52,57,54,69
23,59,63,52,58,62,41,58
22,59,62,55,57,61,29,42
22,59,80,57,41,57,19,56
23,59,73,39,53,55,58,60
25,59,75,60,51,56,22,60
25,59,64,59,51,57,54,77
25,59,68,41,49,55,57,66
25,59,63,46,51,59,55,69
24,59,53,27,48,51,57,66
25,59,63,46,54,57,56,67
24,59,76,52,54,58,46,57
24,59,72,52,52,61,46,50
24,59,75,58,52,61,42,55
25,59,64,27,44,55,58,62
24,59,55,51,58,62,33,52
24,59,67,50,58,64,52,55
24,59,69,41,53,58,56,60
25,59,75,28,47,53,55,61
25,59,75,50,57,55,53,64
25,59,66,45,51,54,55,65
24,59,87,55,49,59,31,60
23,59,57,36,41,47,59,61
20,59,65,44,58,56,48,60
24,59,61,32,43,41,58,68
24,59,74,50,53,60,27,53
24,59,40,28,47,50,58,68
26,59,67,30,47,52,59,61
25,59,65,55,48,65,21,61
25,59,75,56,47,53,33,69
26,59,82,34,49,58,56,60
24,59,73,39,49,60,56,70
26,59,66,43,43,46,55,67
22,59,85,45,55,62,51,78
23,59,68,62,43,57,24,53
24,59,66,56,45,57,18,53
22,59,63,30,43,44,57,65
23,59,65,56,55,61,38,63
25,59,68,49,54,56,57,60
24,59,67,46,61,57,43,56
25,59,77,54,44,61,24,71
24,59,71,58,50,64,26,53
25,59,49,26,41,46,59,60
25,59,68,50,59,59,47,52
25,59,62,43,58,58,54,58
26,59,71,55,58,65,47,52
24,59,80,54,49,62,16,64
27,59,54,38,48,54,57,73
25,59,81,57,52,61,35,54
23,59,57,49,54,63,56,60
25,59,67,47,53,59,52,57
26,59,68,28,46,41,57,68
25,59,59,29,42,43,57,64
26,59,63,59,48,58,25,69
26,59,66,26,45,52,60,64
26,59,74,59,38,54,18,68
27,59,38,43,50,48,58,64
24,59,61,43,50,57,53,75
25,59,62,38,53,54,57,63
26,59,78,53,57,60,22,51
26,59,74,33,49,54,55,64
28,59,47,27,35,34,57,67
25,59,66,48,57,60,35,58
25,59,60,58,52,60,44,75
27,59,50,26,37,36,56,72
26,59,76,43,55,61,29,51
27,59,76,48,60,66,50,65
27,59,57,56,47,50,26,72
27,59,61,57,44,52,38,73
27,59,56,47,57,55,60,54
26,59,81,50,52,58,30,62
25,59,81,54,49,63,32,50
25,59,82,53,51,59,20,52
24,59,77,41,54,57,52,67
27,59,65,44,53,55,57,63
26,59,73,53,57,58,44,64
27,59,68,32,38,58,60,47
26,59,76,57,42,58,24,57
27,59,43,58,44,53,26,63
26,59,63,46,55,64,27,48
36,59,62,54,50,56,39,79
35,59,60,56,47,54,36,74
37,59,29,26,31,29,59,63
32,59,55,57,46,53,33,68
32,59,65,57,59,62,30,39
32,59,31,24,40,38,58,62
36,59,40,17,45,37,59,62
34,59,54,56,62,57,44,50
33,59,46,53,57,56,60,72
29,59,58,43,53,51,58,58
30,59,64,37,52,50,56,68
29,59,56,33,42,40,57,72
30,59,47,54,59,58,51,69
29,59,33,43,51,48,58,62
32,59,58,39,65,57,53,63
35,59,66,59,60,63,55,61
27,59,64,31,59,62,56,77
32,59,66,49,57,58,57,72
28,59,67,56,55,60,34,54
27,59,73,58,56,58,36,64
27,59,71,44,53,61,44,64
28,59,53,27,36,36,58,67
29,59,61,56,58,58,46,55
29,59,69,27,45,51,57,66
31,59,66,29,47,57,61,62
30,59,60,51,53,61,62,63
29,59,63,35,49,52,59,68
30,59,52,29,31,40,60,70
28,59,86,49,52,61,36,62
29,59,76,38,52,50,53,67
31,59,65,31,36,46,58,64
31,59,77,48,52,56,52,72
32,59,65,56,58,61,53,63
31,59,64,31,44,40,58,60
27,59,78,26,45,56,54,68
28,59,71,57,51,59,34,66
29,59,53,58,39,48,28,67
28,59,67,33,45,53,58,62
26,59,65,57,58,60,31,38
29,59,64,32,51,58,57,68
29,59,63,35,49,54,58,65
29,59,58,58,46,50,60,74
30,59,65,58,40,55,18,72
28,59,86,54,49,53,18,69
33,59,42,22,32,43,58,62
31,59,55,23,32,34,58,73
30,59,64,58,39,56,19,60
30,59,62,39,57,59,56,58
27,59,82,56,51,62,31,56
30,59,72,59,53,61,30,60
29,59,57,60,39,52,20,57
33,59,58,48,59,61,36,43
18,58,63,28,38,43,59,62
17,58,71,35,47,52,57,61
18,58,65,32,38,55,63,59
19,58,67,50,51,63,30,50
19,58,53,61,53,64,37,40
18,58,76,57,50,58,29,38
19,58,55,36,48,56,56,65
19,58,64,31,49,54,56,52
17,58,70,56,50,66,21,46
18,58,66,58,45,56,32,48
18,58,75,39,53,58,52,65
18,58,73,48,55,60,50,58
17,58,76,36,49,70,22,36
19,58,68,56,55,63,25,49
18,58,60,30,34,40,61,56
17,58,65,44,52,62,51,44
19,58,71,49,53,63,36,43
17,58,70,54,48,55,21,57
19,58,74,56,47,65,39,56
19,58,62,40,57,65,35,49
18,58,59,49,59,63,51,50
18,58,65,55,39,54,28,69
19,58,68,47,55,60,39,48
19,58,80,54,37,60,20,60
18,58,77,57,43,61,28,55
18,58,67,47,53,66,29,49
19,58,69,56,40,55,19,59
18,58,55,51,58,57,48,47
18,58,74,42,52,56,51,67
17,58,72,47,50,66,25,39
18,58,76,59,46,61,21,46
18,58,72,47,49,64,24,44
19,58,65,47,57,58,49,53
20,58,77,53,52,67,27,51
19,58,72,35,45,62,56,54
19,58,68,57,51,66,24,39
20,58,60,25,39,38,55,61
20,58,63,49,57,61,51,56
19,58,77,57,51,59,27,58
18,58,52,26,40,42,57,60
17,58,74,57,42,60,25,55
18,58,66,54,42,55,31,57
18,58,72,52,52,64,24,44
18,58,66,56,50,60,49,49
17,58,67,56,52,63,30,43
19,58,56,27,37,36,59,61
20,58,75,45,55,61,47,61
19,58,58,41,56,59,48,53
19,58,69,42,55,58,55,53
20,58,71,31,44,60,56,56
19,58,65,59,56,63,29,38
18,58,65,48,57,62,50,65
18,58,65,54,47,63,26,39
19,58,59,32,47,58,58,58
20,58,60,28,32,33,60,65
18,58,62,45,60,59,33,53
19,58,64,44,58,58,52,63
19,58,51,56,43,52,30,62
19,58,55,57,43,53,26,66
18,58,64,52,60,58,43,53
18,58,66,55,54,60,31,58
19,58,62,36,41,56,60,55
18,58,67,49,53,64,30,46
19,58,68,47,57,58,55,56
19,58,68,41,53,61,55,50
20,58,51,30,36,36,56,65
20,58,76,39,53,59,51,59
19,58,75,55,45,57,21,65
19,58,70,55,46,63,24,63
20,58,72,60,44,61,17,57
19,58,56,58,47,54,21,60
20,58,58,28,35,48,57,60
17,58,78,56,47,64,21,45
20,58,76,56,45,60,18,57
18,58,58,56,55,59,41,51
19,58,77,53,50,60,19,51
18,58,59,52,57,59,45,41
20,58,65,58,46,54,19,54
19,58,88,45,58,56,43,56
18,58,56,29,38,44,60,54
18,58,62,40,52,51,55,61
18,58,73,53,51,63,25,50
19,58,64,41,52,67,30,46
19,58,58,60,41,51,20,60
17,58,56,52,56,58,44,51
19,58,66,33,49,57,53,59
17,58,62,53,56,61,30,46
18,58,62,31,49,48,59,60
21,58,84,54,49,56,35,60
20,58,69,54,55,60,28,39
21,58,46,26,31,28,58,58
21,58,74,54,50,60,34,46
20,58,52,61,44,56,23,43
20,58,59,34,57,62,54,60
20,58,66,43,57,56,51,59
20,58,55,52,57,59,53,52
19,58,66,56,45,54,34,54
18,58,43,60,44,57,30,49
20,58,74,50,56,59,51,58
19,58,72,31,44,52,55,52
19,58,58,25,38,34,56,66
19,58,71,26,48,62,53,47
19,58,54,57,37,51,21,62
18,58,63,29,32,37,59,63
20,58,67,37,47,50,57,58
20,58,60,26,48,54,56,66
20,58,76,51,56,59,49,60
20,58,82,54,41,60,22,58
19,58,55,28,36,40,57,68
19,58,69,49,56,62,27,48
19,58,68,52,60,63,33,49
19,58,87,55,47,62,23,50
18,58,60,31,40,46,57,65
20,58,64,28,48,55,56,65
19,58,74,48,55,57,55,59
20,58,73,43,54,59,48,54
22,58,50,35,49,50,57,68
21,58,73,26,40,59,58,55
21,58,57,44,54,57,57,54
20,58,76,53,47,59,28,58
20,58,82,55,43,61,20,46
20,58,74,50,53,59,51,53
18,58,64,55,59,60,48,54
20,58,73,24,33,43,56,67
19,58,84,35,50,60,53,60
19,58,65,26,35,39,56,71
20,58,54,30,38,43,59,59
20,58,64,43,57,61,53,46
19,58,71,32,44,53,56,68
20,58,71,55,51,59,17,50
19,58,68,47,56,56,36,42
19,58,60,39,51,59,57,62
20,58,65,42,49,59,56,62
20,58,76,48,52,63,38,58
20,58,70,56,42,57,17,54
19,58,54,45,50,59,57,56
19,58,59,31,37,54,62,68
19,58,59,47,54,50,56,68
20,58,62,30,51,46,59,56
18,58,64,52,56,63,34,40
19,58,66,32,37,57,58,57
21,58,70,32,52,62,51,51
21,58,74,40,53,59,53,57
21,58,62,40,55,56,56,61
21,58,75,51,53,61,33,42
19,58,61,53,54,59,46,60
20,58,52,33,38,40,59,60
19,58,65,27,40,56,58,73
21,58,56,43,62,61,46,48
20,58,55,36,56,61,56,50
19,58,71,26,39,55,54,60
19,58,64,38,56,60,49,55
