,Размер,Вес,Сладость,Хрусткость,Сочность,Спелость,Кислотность,Качество
3064,-2.507,-2.502,2.93,0.192,2.212,-0.218,-4.037,1
3065,2.822,1.06,-2.305,1.45,0.834,-0.491,-1.965,0
3066,-2.048,1.879,-0.335,-1.002,2.149,-0.776,-6.74,1
3067,-1.161,1.581,-2.4,-0.236,1.887,0.75,-0.219,1
3068,-0.597,0.639,-1.796,3.425,-3.509,2.713,-3.609,0
3069,0.29,-0.879,-1.332,1.233,0.06,-1.079,-0.445,1
3070,0.522,-1.341,0.519,0.99,0.477,1.26,-0.267,1
3071,-1.984,-1.92,2.842,3.113,2.672,-1.181,-0.049,1
3072,-3.662,-2.633,0.829,0.651,0.222,0.742,3.374,0
3073,-2.07,-0.766,-0.6,2.437,-1.588,3.035,-0.68,0
3074,-2.286,0.772,-1.113,1.154,-2.831,-0.429,0.17,0
3075,-1.943,-2.666,0.552,0.272,-2.046,-1.016,-4.813,0
3076,0.959,0.82,2.057,1.31,1.11,-4.185,1.184,0
3077,0.803,-3.282,0.067,2.495,-1.135,-1.464,-3.392,0
3078,-1.928,-1.923,-1.341,0.906,0.218,3.003,0.138,0
3079,-4.073,0.552,0.89,-1.069,-0.272,1.138,-2.362,1
3080,-5.087,5.014,-1.652,-1.025,1.46,-1.994,-2.813,1
3081,-0.757,-0.508,0.784,2.257,2.869,-0.223,-0.418,1
3082,-3.106,-1.618,2.836,0.695,0.553,1.211,1.527,1
3083,0.003,-1.048,-2.291,-0.232,2.029,2.402,-2.47,0
3084,-1.04,-0.016,-4.101,0.672,-2.141,2.317,-1.013,0
3085,0.122,-1.41,-0.963,3.241,2.01,2.186,3.175,1
3086,-2.887,-0.163,0.933,0.282,0.938,0.524,-2.547,1
3087,0.693,-1.01,-1.029,-0.207,2.746,-1.008,2.148,1
3088,-2.861,-3.355,-1.311,1.297,-1.823,2.372,-3.788,0
3089,0.373,-0.963,-1.331,2.207,1.042,1.628,-0.07,1
3090,-1.816,-4.419,1.373,-1.497,-1.301,1.844,-5.538,0
3091,0.995,-0.579,0.491,2.212,0.338,-2.324,0.721,1
3092,-1.8,-0.667,0.053,-0.445,2.94,-1.617,3.847,0
3093,-2.974,-3.094,-1.593,-0.009,3.5,5.397,-1.839,0
3094,-1.227,-1.014,-0.115,0.601,1.496,0.856,1.735,0
3095,-1.054,0.168,0.109,2.526,-2.108,0.132,1.24,0
3096,-1.281,-1.821,0.755,1.653,-2.685,0.162,-0.523,0
3097,1.28,-2.674,-4.981,-0.196,0.488,4.524,-3.762,0
3098,-3.014,-1.124,0.989,2.7,1.713,-0.321,0.624,1
3099,0.156,0.426,0.142,1.075,1.566,-1.887,1.403,0
3100,1.228,-3.675,1.31,3.55,1.851,1.417,0.695,1
3101,0.452,-1.313,-2.434,0.072,-0.891,0.114,-0.232,0
3102,-0.744,-1.354,-1.839,0.989,-2.194,0.057,-2.831,0
3103,-2.823,0.375,-0.27,3.014,-2.199,2.906,-1.017,0
3104,-1.705,-1.731,-0.83,-0.316,0.719,4.356,-0.647,0
3105,0.001,-1.063,-2.073,0.641,1.519,0.989,0.256,0
3106,-0.125,-0.887,-1.626,1.363,-0.276,-1.051,-0.068,1
3107,-3.001,-2.173,-0.147,1.175,0.02,2.823,1.122,0
3108,-1.58,-1.47,-2.01,1.442,-0.025,2.613,0.159,0
3109,3.348,-0.676,-0.164,2.992,1.339,-1.563,1.284,1
3110,2.157,-0.069,-1.766,1.73,-0.97,0.581,3.063,1
3111,-3.16,0.721,0.529,0.86,2.131,-1.284,-2.211,1
3112,-2.424,-2.414,-1.465,1.383,2.574,3.466,1.106,0
3113,-1.994,0.89,0.057,0.898,0.645,0.252,-2.115,1
3114,-0.22,1.289,0.631,0.163,0.993,-0.813,0.778,0
3115,1.172,-3.136,-1.321,2.382,-1.079,-0.39,-0.446,1
3116,0.539,-3.806,2.724,1.271,0.554,2.554,-2.048,1
3117,-4.124,-3.188,-1.347,0.598,0.809,4.323,3.923,0
3118,-0.017,0.656,-0.166,0.803,-0.072,-2.283,0.814,0
3119,1.261,-3.117,-1.257,0.848,-1.172,0.453,0.582,1
3120,-0.445,-2.575,1.475,1.779,1.535,1.415,0.553,1
3121,-0.375,1.113,-2.195,2.727,-0.542,0.327,1.996,0
3122,0.073,-0.166,0.039,1.581,-0.557,-0.731,-0.089,0
3123,-1.553,0.695,-0.162,3.545,-0.105,-4.03,-0.626,1
3124,-3.349,0.458,2.715,0.338,0.365,-1.255,-1.846,1
3125,0.145,-1.914,-1.428,2.099,-0.822,2.079,-0.38,0
3126,2.682,0.898,-1.024,2.244,-0.302,-2.576,0.63,0
3127,-0.832,-0.01,-1.137,1.849,-0.714,1.769,-2.301,0
3128,-2.667,-2.424,3.665,-0.209,1.163,1.023,0.092,1
3129,-0.641,0.399,0.45,1.664,1.477,-0.271,1.022,0
3130,1.421,-3.061,-1.613,1.921,0.253,-0.408,-0.064,1
3131,1.394,0.429,-2.062,1.032,-0.687,-0.437,-0.491,0
3132,-5.057,-0.817,2.923,1.387,1.694,0.915,2.944,0
3133,-1.676,0.87,-3.436,0.638,-0.617,3.399,1.094,0
3134,-0.231,-2.663,3.446,0.79,1.082,0.964,-1.3,1
3135,-1.423,-2.466,3.307,2.092,2.249,1.032,0.317,1
3136,1.68,-0.816,-0.491,-1.631,0.934,0.115,0.583,1
3137,4.004,-0.322,-3.326,1.683,-0.204,1.463,-0.819,1
3138,-5.192,-0.199,0.841,0.708,2.843,-1.013,-2.274,1
3139,-3.133,-3.283,3.701,1.975,3.95,-0.123,-0.533,1
3140,-1.585,0.173,0.904,-1.78,-1.03,1.247,-4.617,1
3141,0.703,0.059,-1.001,1.797,0.981,-1.767,1.106,1
3142,2.252,-0.299,-3.063,1.723,-2.278,1.163,-0.604,1
3143,-4.085,-1.015,3.033,1.676,-0.142,-0.337,2.132,0
3144,-2.248,-2.311,-0.43,1.799,-0.69,0.448,-2.872,0
3145,1.537,-2.571,-1.975,1.155,3.027,-0.771,1.449,1
3146,-3.083,0.629,0.35,-0.158,-0.278,1.024,-0.671,1
3147,-2.743,-1.139,0.888,-0.394,-0.791,0.545,-2.002,0
3148,1.791,0.231,-0.783,3.429,0.178,-1.697,1.658,1
3149,-0.224,-3.138,3.981,0.365,0.71,1.742,-0.114,1
3150,0.536,-4.945,4.393,-0.078,0.09,2.695,0.573,1
3151,-2.452,0.48,-0.187,1.473,0.691,0.251,-0.248,1
3152,0.853,-0.951,-4.729,-1.132,3.582,3.302,-0.557,0
3153,-1.036,-1.052,-2.122,2.22,0.524,2.306,1.49,0
3154,-1.426,-1.069,-2.154,0.137,0.738,1.961,-2.759,0
3155,-1.099,-1.207,2.137,1.92,-1.231,-2.158,-0.901,0
3156,-0.014,-1.088,-1.956,1.994,-2.109,-0.419,-1.57,1
3157,1.625,-1.535,-5.017,0.31,1.111,2.914,-0.747,0
3158,0.536,1.634,-0.956,0.81,-0.366,-0.84,2.443,1
3159,-2.346,-0.103,1.15,1.628,-1.4,0.359,-2.621,0
3160,-1.34,-2.499,0.71,0.376,0.59,2.692,-1.365,0
3161,-1.995,0.459,-1.079,0.677,0.283,0.337,-0.813,0
3162,-2.808,-1.283,0.777,1.714,-0.503,1.009,0.94,0
3163,1.472,-0.544,-3.707,0.456,2.417,2.137,-0.394,0
3164,3.927,-3.193,-2.853,6.475,0.788,-0.907,0.725,1
3165,1.832,-1.4,-2.133,-0.468,1.395,0.614,0.587,1
3166,-2.152,-0.861,-0.753,0.072,-1.099,1.35,-1.487,0
3167,0.732,-1.331,-1.639,1.554,0.133,1.352,-1.038,0
3168,-1.185,-0.718,-0.893,2.182,1.307,-2.675,0.409,1
3169,-3.18,-1.645,2.723,-0.851,0.525,1.417,-0.757,1
3170,0.003,2.264,-1.135,2.252,-1.273,-1.636,0.874,1
3171,2.098,-3.291,-2.174,0.62,0.309,1.108,1.194,1
3172,2.486,1.013,0.012,2.26,-2.04,-0.947,0.127,1
3173,-0.466,-0.518,-0.72,0.882,0.215,-0.701,1.821,0
3174,-1.721,1.309,0.277,1.612,1.675,-1.295,-1.456,1
3175,2.474,-1.652,-2.023,3.127,1.851,-1.064,0.519,1
3176,2.768,0.73,-3.473,1.574,-1.355,1.462,-0.209,1
3177,-2.955,4.203,-3.468,-2.146,-1.401,1.096,-1.68,1
3178,1.125,-1.774,-0.046,-0.216,0.848,-0.635,1.747,1
3179,0.815,-1.377,-0.458,2.475,0.601,0.39,-0.014,0
3180,1.979,-1.669,0.16,1.923,-1.969,0.503,1.177,0
3181,-4.675,-0.317,1.502,-0.422,0.666,0.476,-1.094,1
3182,-1.244,-3.281,-2.84,0.842,-0.644,3.787,0.701,1
3183,-0.656,-0.07,-0.892,-0.166,-0.003,2.464,-0.905,1
3184,-1.798,0.537,-0.871,0.327,0.195,0.97,-3.355,1
3185,-0.704,-0.871,0.061,1.071,-1.846,-1.293,1.216,0
3186,2.278,-0.664,-0.834,2.246,2.548,-1.843,1.818,1
3187,-2.747,-1.094,-0.683,0.78,0.832,3.189,0.691,0
3188,1.81,-1.593,-0.672,2.788,2.242,-2.105,0.545,1
3189,-2.414,-1.174,1.334,2.012,2.291,-0.364,-1.627,1
3190,-2.357,-0.039,1.646,-1.269,0.445,0.729,-2.801,1
3191,-3.456,1.325,-1.186,-0.847,0.69,0.682,-1.453,0
3192,1.904,1.304,-2.609,0.979,-0.851,0.476,1.723,0
3193,0.053,0.092,-0.527,-0.919,-1.425,-0.211,-0.403,1
3194,0.026,3.01,1.713,1.754,0.468,-2.161,4.902,0
3195,1.673,-1.372,-1.968,0.112,1.613,-0.118,-0.357,1
3196,-2.157,-1.655,0.681,1.499,0.347,0.507,1.585,0
3197,0.069,-1.972,-0.015,-0.372,2.474,-2.944,5.53,0
3198,-1.356,1.189,-2.895,-0.384,-2.467,1.682,0.601,0
3199,-1.245,-0.68,1.354,0.838,0.126,0.191,-2.2,1
3200,-1.087,1.36,1.143,2.259,1.354,-1.3,1.985,0
3201,-0.855,-0.968,-0.955,0.708,-0.145,1.799,-2.29,0
3202,0.413,-2.664,-3.882,2.535,-0.855,0.097,-2.599,1
3203,-2.19,1.9,0.261,2.596,-2.934,-3.218,-1.4,1
3204,-5.406,-0.056,-1.057,0.865,-0.305,1.041,-2.235,0
3205,-2.418,-4.666,-0.126,1.305,-2.196,2.878,-3.843,0
3206,-0.607,-2.197,-2.894,0.273,0.132,3.183,0.087,0
3207,-3.011,-0.64,-2.456,-0.728,0.553,4.756,-0.828,0
3208,-2.041,0.404,-2.529,0.375,3.0,2.466,-1.267,0
3209,-0.465,-0.441,2.666,-3.425,6.228,-3.119,5.202,1
3210,-1.837,-0.029,1.403,1.582,-1.206,-1.794,3.201,0
3211,0.1,-1.706,-1.505,0.991,3.31,2.143,0.957,0
3212,0.699,-3.184,-0.96,0.062,3.003,-0.561,3.565,1
3213,-1.127,-0.012,-0.889,0.078,1.002,1.695,-3.452,1
3214,-1.897,0.15,2.424,3.03,-3.695,-0.681,-0.486,0
3215,1.576,-3.005,-1.127,-0.195,3.095,-0.377,1.705,1
3216,-3.853,-0.542,2.896,-1.533,2.573,-0.635,-3.136,1
3217,-1.266,-2.316,1.765,1.854,1.844,0.676,-1.25,0
3218,1.152,2.445,-1.561,3.79,-0.267,-1.538,3.583,1
3219,-1.061,-3.356,-4.83,0.02,1.833,3.453,3.591,0
3220,0.733,-0.793,1.215,-0.852,-0.197,1.619,-3.132,1
3221,-1.464,-1.085,0.187,1.252,1.6,1.474,-1.337,1
3222,2.345,0.705,0.153,0.991,0.829,-1.296,1.441,1
3223,-1.942,-0.254,0.179,0.585,0.266,3.55,2.435,0
3224,-3.245,0.245,1.787,0.019,2.749,-0.405,-1.734,1
3225,2.849,-0.81,-1.769,0.863,1.332,0.049,1.185,0
3226,0.38,0.109,0.838,0.718,1.4,-2.328,2.411,1
3227,-2.983,0.573,0.082,0.533,2.135,-0.656,-2.929,1
3228,-2.837,-2.763,-1.405,1.496,0.214,3.895,2.454,0
3229,1.185,-1.342,-3.322,7.561,-0.576,-2.336,-1.559,1
3230,-0.158,0.324,-0.893,-0.062,1.29,0.767,-5.237,1
3231,-1.125,-0.883,0.51,3.583,1.787,0.708,1.271,1
3232,-2.337,1.34,-4.754,1.725,-2.961,1.747,0.648,0
3233,-2.731,-1.808,-4.085,0.173,-1.579,3.381,-3.847,0
3234,-4.765,-1.431,0.555,1.434,0.73,2.43,1.757,0
3235,1.419,-1.147,-0.051,0.455,-0.368,2.642,-1.348,1
3236,0.13,-1.375,-0.127,0.083,1.076,-0.67,1.418,0
3237,-0.554,-3.901,2.999,1.919,2.033,1.61,-0.353,1
3238,-2.565,-1.542,1.628,0.831,1.628,-0.573,4.072,0
3239,0.109,0.059,-1.978,-0.805,-3.697,1.108,-2.742,1
3240,0.102,-0.316,-1.972,0.584,2.133,-0.01,2.662,0
3241,-2.429,-1.903,3.852,1.441,2.573,-0.139,-0.521,1
3242,1.723,3.043,-0.678,-2.006,2.684,-0.093,4.738,1
3243,1.573,-0.282,-4.381,0.306,2.275,1.059,-0.185,0
3244,-2.042,-3.26,5.019,-1.808,0.706,1.799,-1.884,1
3245,-2.076,0.93,-1.117,1.947,-0.375,-0.83,-0.158,0
3246,-1.283,-3.664,0.276,-0.764,1.041,2.805,-4.476,0
3247,0.742,-2.043,0.658,-0.041,0.012,0.144,-2.414,0
3248,-0.859,-1.048,0.618,0.199,1.494,0.588,-2.315,1
3249,0.191,-2.094,-3.273,0.607,-0.733,3.18,-2.35,0
3250,0.995,-1.172,-0.824,-0.265,-0.645,1.86,-0.666,0
3251,-3.143,-3.618,-3.205,0.508,-2.112,3.481,-5.257,0
3252,2.229,-1.592,-4.369,1.012,0.995,2.743,-0.921,0
3253,1.391,0.956,-1.434,0.724,1.865,-1.268,0.007,1
3254,-5.491,-1.969,2.256,0.848,0.892,1.198,5.539,0
3255,1.016,-0.756,-1.787,-0.043,-0.907,1.562,-0.928,0
3256,-0.055,0.767,-1.111,2.835,0.193,-2.337,0.542,1
3257,-2.78,-3.216,-4.825,0.834,-1.574,4.68,-4.782,0
3258,1.799,-3.312,-0.854,2.328,-1.102,-0.066,1.904,1
3259,-2.137,-1.811,0.541,1.873,0.753,0.939,1.8,0
3260,1.46,-0.523,-2.296,3.436,-0.051,-0.727,2.005,1
3261,-0.43,0.058,-0.998,-0.179,2.492,-0.169,0.21,0
3262,1.173,-1.277,-0.434,2.819,2.396,-2.802,2.298,1
3263,-0.187,1.082,0.828,0.09,3.209,-3.408,1.297,1
3264,1.466,-3.403,0.881,2.713,-2.802,0.768,0.014,0
3265,0.631,-1.459,-1.339,1.573,0.307,-0.922,1.301,1
3266,0.427,-0.424,-2.076,1.378,2.425,0.83,0.844,0
3267,0.535,-2.521,-1.167,-0.81,5.228,1.383,0.638,0
3268,-1.743,-1.698,-1.016,1.083,-0.501,1.867,2.694,0
3269,2.531,-5.276,-1.071,-1.275,5.232,0.41,3.532,1
3270,-1.323,-2.205,-0.208,-0.096,1.695,1.429,0.948,0
3271,-3.16,-0.762,-1.128,-0.078,1.413,4.561,0.109,0
3272,-2.127,-0.007,-2.157,1.947,0.303,2.801,0.956,0
3273,-1.777,-0.535,2.593,0.736,1.3,-2.699,2.394,0
3274,-0.933,0.427,0.676,0.677,0.169,-1.755,2.702,0
3275,-4.867,0.788,2.402,1.564,2.832,-1.905,-0.954,1
3276,-0.651,-0.25,-0.908,0.354,0.97,-1.986,-1.448,1
3277,2.962,0.457,-3.513,1.851,0.12,1.247,1.087,1
3278,-0.446,3.46,-3.746,-0.21,-1.15,1.953,-0.778,1
3279,1.762,2.051,-1.375,2.988,-0.353,-1.025,3.201,1
3280,0.418,-0.542,-2.402,5.909,-2.659,-1.805,-0.811,1
3281,-0.338,0.151,-0.929,-1.209,1.039,-0.811,-0.113,1
3282,1.131,-1.231,-0.744,1.546,1.424,-1.548,0.964,1
3283,-2.633,-3.855,0.736,1.311,-1.107,0.258,-4.927,0
3284,1.645,-1.322,-1.267,5.568,-0.702,-1.996,2.245,1
3285,-0.586,-0.822,-0.909,1.222,0.642,-0.173,2.234,0
3286,-2.177,1.239,-0.81,0.386,-1.274,0.737,1.011,0
3287,0.918,-4.232,0.549,-1.408,3.323,-1.008,2.382,1
3288,-3.646,0.035,1.973,-0.236,2.954,-0.678,-2.554,1
3289,-3.925,-2.04,0.972,0.655,0.196,0.728,-3.329,0
3290,-2.52,0.234,-5.672,1.612,-2.916,2.818,-1.021,0
3291,-1.365,-1.63,2.529,-0.638,1.155,0.673,-2.373,1
3292,-0.991,-3.005,-2.631,-1.784,3.089,3.375,0.605,0
3293,-1.948,-0.711,-0.77,0.904,1.945,2.013,1.435,0
3294,-0.136,-0.034,1.009,1.553,-0.902,-2.619,0.785,0
3295,-1.074,-1.439,0.489,0.392,0.401,-2.356,-0.406,1
3296,1.339,-0.985,-0.245,1.864,1.637,-2.173,1.108,1
3297,0.591,0.617,-0.526,6.111,-1.037,-3.44,1.9,1
3298,-0.99,-1.667,0.31,3.658,-2.111,-2.625,-1.823,0
3299,1.783,0.028,0.107,2.473,-3.303,-0.12,4.047,0
3300,-2.445,-2.51,-0.218,-0.121,2.591,1.099,2.481,0
3301,-0.609,-1.436,0.972,0.213,1.073,1.536,-1.699,1
3302,-1.259,-0.678,0.891,1.609,0.709,1.633,0.561,1
3303,-1.978,-0.229,1.283,0.239,1.05,0.682,0.37,1
3304,-2.544,1.98,-1.058,1.452,0.728,0.122,-0.826,1
3305,1.719,-2.761,-0.593,1.356,0.681,-0.682,1.703,1
3306,2.117,-0.987,-4.112,1.888,-0.492,2.088,-1.652,0
3307,-1.561,-1.003,-0.178,3.168,-1.721,2.084,0.599,0
3308,-2.162,-1.337,1.809,0.927,3.454,-1.411,-4.0,1
3309,-0.239,-0.439,1.353,0.793,0.958,-2.876,1.69,1
3310,-1.657,-0.046,2.501,3.06,-2.902,-2.946,1.265,0
3311,1.274,0.147,-1.573,3.495,-1.72,-0.574,2.651,1
3312,-2.67,0.438,1.783,0.63,1.459,-2.358,1.802,0
3313,-1.569,-1.971,1.263,-0.524,0.574,2.012,-2.824,1
3314,-1.371,-1.303,-0.315,0.316,1.94,-0.143,2.98,0
3315,0.228,0.615,-0.522,1.552,-1.042,-0.078,-3.082,0
3316,-0.092,0.186,-0.826,1.37,-0.206,-1.378,1.599,1
3317,-1.501,1.15,-0.085,2.504,-1.947,-2.561,1.13,1
3318,0.748,0.983,-1.384,-0.128,-0.407,1.683,-3.544,1
3319,-2.895,-1.65,1.821,2.707,-0.485,-0.581,-0.772,0
3320,2.563,-2.873,-0.531,2.262,-1.386,4.826,1.085,1
3321,-2.018,-0.505,1.009,-0.847,2.391,-2.678,3.615,0
3322,-1.988,-0.103,-0.972,-0.692,2.971,0.47,2.134,0
3323,-0.884,-0.53,1.637,0.274,-0.434,1.25,-1.15,1
3324,-0.474,-0.64,-1.012,0.407,2.406,1.31,-1.52,0
3325,1.617,0.268,-1.334,-0.123,1.054,-0.427,0.422,1
3326,1.349,-2.018,-2.611,2.458,2.3,-0.778,0.948,1
3327,-2.525,-0.309,0.437,-0.603,1.203,0.986,-2.054,1
3328,-2.722,0.26,1.368,0.358,1.711,0.556,0.049,0
3329,0.253,-0.395,-1.124,1.123,-0.985,-0.622,-0.699,0
3330,0.704,1.058,-3.081,-0.158,-0.809,1.035,-0.429,1
3331,-0.958,-0.937,-0.526,1.42,2.019,0.53,-2.501,1
3332,0.964,-0.186,-1.403,0.907,-0.994,-0.045,-1.661,0
3333,-1.407,-1.049,1.443,0.158,1.405,-3.4,0.701,1
3334,0.651,-2.549,0.01,1.312,-0.356,-0.149,-2.609,0
3335,-2.429,-0.072,0.675,0.657,2.659,-0.018,1.428,0
3336,3.101,-1.222,-2.181,-1.36,2.608,1.285,1.88,1
3337,-2.309,2.344,2.175,1.731,-0.307,-2.61,1.062,0
3338,1.686,0.768,-2.826,-1.367,0.758,0.988,-0.866,1
3339,-3.13,-0.054,1.945,0.682,0.814,-1.341,3.296,0
3340,1.992,-1.886,-0.635,4.098,-4.424,-2.837,-0.432,0
3341,0.136,-3.691,-0.748,1.94,-0.47,0.832,3.541,0
3342,-1.052,-3.276,-1.499,0.304,0.082,2.456,-4.413,0
3343,-1.222,-0.785,1.161,1.73,-0.237,0.028,0.406,0
3344,-0.909,-2.024,-0.826,0.8,2.688,-0.213,5.24,0
3345,-0.426,0.658,0.967,0.081,2.988,-2.443,1.272,0
3346,0.816,-0.255,-0.123,1.929,-1.906,-1.007,-1.478,0
3347,0.466,-3.222,1.025,0.864,1.31,-1.932,1.9,1
3348,-0.395,-0.399,-2.875,1.053,-1.218,0.045,-1.316,1
3349,-3.3,3.158,-1.397,-0.462,2.199,-1.239,-3.58,1
3350,-1.759,-0.609,0.066,0.371,0.398,-0.935,2.635,0
3351,1.652,-3.688,0.161,1.199,3.969,-2.072,1.784,1
3352,-0.142,-1.153,-3.637,1.573,1.565,4.201,-1.433,0
3353,1.242,-1.407,-2.66,1.485,0.954,0.254,2.039,1
3354,-1.795,-1.292,3.136,1.627,1.73,-0.066,-1.032,1
3355,2.188,-2.084,-3.17,-0.282,1.766,0.285,0.722,0
3356,-0.306,-1.534,-2.431,1.297,0.136,2.413,-1.438,0
3357,-0.145,-1.336,-3.618,1.804,-1.583,0.447,-1.881,1
3358,0.125,-3.432,-3.147,1.164,0.289,0.543,-0.07,1
3359,-2.599,0.02,1.0,0.888,3.736,0.191,3.761,0
3360,-0.265,-0.449,0.287,0.625,-4.361,-0.621,0.425,0
3361,0.957,0.507,2.611,0.498,0.35,-2.814,2.159,1
3362,1.203,3.011,-1.976,2.461,0.818,-1.443,2.194,1
3363,2.58,-0.423,-0.919,1.973,1.553,-1.019,1.983,1
3364,-0.121,-1.455,1.891,1.14,1.076,0.824,-1.781,1
3365,-2.929,-0.49,-2.647,-0.97,0.022,3.244,-2.461,0
3366,-1.909,-0.709,1.276,0.458,-4.514,1.386,2.237,0
3367,-1.706,-0.633,0.821,2.021,1.288,0.214,-2.901,1
3368,-2.788,-1.716,-1.886,-0.548,-3.216,2.751,-2.484,0
3369,0.366,0.72,0.217,2.737,-1.83,-2.27,0.924,1
3370,-1.5,-0.904,1.242,0.398,3.447,-0.003,-2.383,0
3371,0.425,0.984,-1.37,2.515,-0.546,0.76,0.679,1
3372,3.387,0.27,-4.021,0.675,1.499,1.981,2.484,1
3373,-0.543,1.189,-2.618,0.487,-0.901,0.748,0.282,0
3374,2.327,-1.408,-0.888,3.697,-0.736,3.177,3.518,1
3375,-1.738,-2.094,0.856,2.331,-1.249,1.479,1.83,0
3376,-2.012,-2.966,-0.156,0.958,0.919,1.964,2.509,0
3377,0.03,-1.085,-0.146,2.14,0.292,-1.892,2.171,1
3378,2.36,0.785,-1.15,-0.956,1.523,0.525,2.949,1
3379,0.133,-1.474,0.048,2.825,1.985,0.997,0.216,1
3380,1.067,-2.306,-1.756,0.385,3.635,-0.6,2.697,1
3381,1.571,1.226,1.482,-1.834,0.434,-1.072,2.235,1
3382,1.457,-1.585,0.522,0.511,-1.558,-1.883,-2.429,0
3383,1.03,-0.02,0.186,0.171,1.462,-1.405,1.373,1
3384,-3.726,-0.686,0.513,0.547,0.936,1.926,2.071,0
3385,-3.599,1.721,0.402,-1.443,-0.319,-0.103,-2.695,1
3386,-1.922,-0.83,0.48,0.171,1.862,1.673,-1.044,0
3387,-0.157,-0.861,-1.478,2.072,2.946,-2.891,-0.387,1
3388,-3.976,1.519,4.209,2.346,-1.682,-3.428,1.365,0
3389,-1.13,-0.988,0.345,2.214,1.397,0.17,-0.576,0
3390,2.71,-3.155,1.466,1.891,-0.478,2.853,-0.034,1
3391,1.97,-2.616,0.465,0.052,2.323,-0.954,2.835,1
3392,-1.152,0.343,-0.535,0.601,0.633,-0.788,1.306,0
3393,-3.248,0.334,1.234,0.866,3.075,-1.244,-2.947,1
3394,4.006,-0.602,-2.905,1.328,-0.175,1.872,1.905,1
3395,-1.489,0.161,-0.156,-1.014,0.452,3.726,1.494,0
3396,-0.198,-0.438,-2.207,1.393,-2.729,0.913,0.197,0
3397,-1.083,-2.481,-2.097,0.713,-0.088,1.912,2.013,0
3398,1.856,-1.626,-0.405,2.334,5.1,-2.624,3.827,1
3399,0.516,-0.525,-1.316,1.046,-0.246,1.169,0.123,0
3400,3.931,-4.623,-2.38,2.197,2.729,0.163,-0.195,1
3401,2.045,-0.652,-1.544,1.397,0.875,1.909,-2.212,1
3402,-1.66,-3.663,2.308,0.59,3.029,0.972,-3.157,1
3403,-1.196,-0.388,-1.954,-0.561,2.215,2.425,-2.306,0
3404,2.081,-2.846,-2.467,-0.119,0.893,1.063,-0.453,1
3405,2.285,-2.401,-1.919,0.04,2.394,-0.085,-0.369,1
3406,-0.982,0.297,2.228,0.527,0.454,-4.183,3.905,0
3407,-0.574,-3.334,0.98,2.354,-1.17,1.027,-1.317,0
3408,-2.533,2.268,-0.95,1.758,1.633,-0.352,0.367,1
3409,-2.379,-3.465,4.116,-0.303,0.983,1.932,0.204,1
3410,-3.116,2.054,-0.44,2.226,-1.161,-3.473,-0.435,1
3411,-2.121,0.646,-2.411,1.606,0.231,1.785,0.356,0
3412,2.441,-1.43,-0.932,1.01,-2.024,4.081,1.287,1
3413,-1.679,-0.587,1.308,1.153,2.529,-2.332,4.082,0
3414,2.331,-1.989,-2.963,2.994,0.132,0.489,2.389,1
3415,-1.734,0.352,1.871,2.979,-2.047,-1.69,0.101,0
3416,1.154,-4.318,1.436,2.273,0.823,2.998,1.953,1
3417,-3.88,-0.339,2.349,-1.152,-1.381,1.435,-0.82,1
3418,0.52,-0.63,-0.525,1.641,-1.571,-0.735,-0.246,0
3419,-1.991,-0.499,-1.662,3.057,-0.403,-2.807,-1.171,1
3420,-1.176,-1.34,0.486,0.228,0.238,1.609,-0.854,0
3421,-0.633,-1.049,-0.544,2.574,2.725,0.464,-2.403,1
3422,2.07,-1.41,-4.039,3.043,-1.835,1.44,0.461,1
3423,-1.729,-0.2,-0.367,-0.282,-0.773,1.563,-0.283,0
3424,1.961,0.265,-0.645,-2.206,0.423,1.258,3.301,1
3425,-3.25,0.425,1.045,-0.585,-0.26,1.124,-1.758,1
3426,2.653,-5.24,-3.239,1.152,1.796,0.963,-1.557,1
3427,1.536,-2.344,-2.252,0.688,3.043,1.41,0.302,0
3428,0.517,0.694,-3.735,0.012,1.243,2.143,-2.802,0
3429,-2.459,-0.821,-2.411,1.425,0.429,1.853,-2.021,0
3430,1.709,-1.265,-0.839,0.454,0.717,-1.95,1.229,0
3431,-2.692,-3.219,-1.008,0.143,2.015,1.494,5.891,0
3432,-4.159,0.342,3.373,1.933,3.621,-1.57,5.39,0
3433,-0.814,-0.225,0.681,0.254,-1.243,1.906,-0.728,1
3434,1.84,-0.915,-1.65,0.453,0.461,0.7,2.703,1
3435,0.165,-3.454,1.201,-1.234,1.051,-1.576,-0.794,1
3436,-0.221,-0.747,-0.083,0.588,-0.881,-0.197,-0.842,0
3437,0.246,-1.796,-0.286,1.753,-1.724,0.678,-0.167,0
3438,-0.57,1.606,-1.602,0.528,-1.125,-0.605,0.918,1
3439,1.437,-2.448,-3.378,4.136,0.516,-0.593,-0.589,1
3440,3.835,-5.254,2.69,1.682,-0.935,4.212,0.953,1
3441,2.075,-3.402,0.606,1.938,-3.454,0.419,-0.598,0
3442,-1.957,-0.311,-0.04,0.735,4.602,0.224,4.025,0
3443,-0.312,-0.312,-0.476,-0.217,0.785,0.981,-1.812,1
3444,-0.353,-2.949,2.293,3.881,3.054,0.71,2.609,1
3445,-2.89,1.819,-4.344,-0.663,-0.467,1.927,-1.449,0
3446,-1.022,-0.922,-1.369,1.519,0.34,1.274,0.487,0
